FighterId,FirstName,LastName,Nickname,WeightClass,BirthDate,Height,Weight,Reach,Wins,Losses,Draws,NoContests,TechnicalKnockouts,TechnicalKnockoutLosses,Submissions,SubmissionLosses,TitleWins,TitleLosses,TitleDraws,CareerStats
"140000647","Alexander","Volkov","Drago","Scrambled","1988-10-24T00:00:00","122","406.1","123.5","57","15","0","0","37","5","10","7","7","2","0","[object Object]"
"140000648","Leah","Letson","Nidas","Scrambled","1992-08-21T00:00:00","103.4","223.9","109.6","12","7","0","0","7","5","0","0","0","0","0","[object Object]"
"140000649","Bobby","Green","King","Scrambled","1986-09-09T00:00:00","108.1","240.9","109.6","46","22","2","2","15","10","14","5","5","2","0","[object Object]"
"140000650","Trevor","Smith","Hot Sauce","Scrambled","1981-01-05T00:00:00","115.8","285.6","115.8","23","15","0","0","2","12","14","2","0","0","0","[object Object]"
"140000651","James","Krause","The James Krause","Scrambled","1986-06-04T00:00:00","114.3","262.5","113.5","43","14","0","0","12","2","22","7","0","0","0","[object Object]"
"140000652","Carlos","Condit","The Natural Born Killer","Scrambled","1984-04-26T00:00:00","114.3","264","116.6","49","22","0","0","23","2","20","14","12","5","0","[object Object]"
"140000653","Matt","Brown","The Immortal","Scrambled","1981-01-10T00:00:00","111.2","262.5","115.8","40","29","0","0","26","7","11","15","0","0","0","[object Object]"
"140000654","Jessica-Rose","Clark","Jessy Jess","Scrambled","1987-11-28T00:00:00","100.4","208.4","99.6","17","14","0","2","7","0","5","7","0","0","0","[object Object]"
"140000655","Mike","Santiago","Little Bully","Scrambled","1989-07-28T00:00:00","108.1","223.9","106.5","31","19","0","0","11","5","14","12","0","2","0","[object Object]"
"140000656","Mads","Burnell","null","Scrambled","1994-03-06T00:00:00","105","225.4","105","26","12","0","0","2","2","14","5","2","0","0","[object Object]"
"140000657","Danielle","Taylor","Dynamite","Scrambled","1989-10-25T00:00:00","92.6","177.6","95.7","17","12","0","0","7","5","2","0","0","2","0","[object Object]"
"140000658","Kalindra","Faria","null","Scrambled","1986-07-23T00:00:00","103.4","177.6","95.7","28","14","2","0","11","2","12","10","2","2","0","[object Object]"
"140000659","Guido","Cannetti","Ninja","Scrambled","1979-12-19T00:00:00","101.9","208.4","105","15","12","0","0","10","5","10","12","0","0","0","[object Object]"
"140000660","Emil","Meek","Valhalla","Scrambled","1988-08-20T00:00:00","109.6","262.5","115","15","14","0","2","12","5","2","2","2","0","0","[object Object]"
"140000661","Dooho","Choi","The Korean Superboy","Scrambled","1991-04-10T00:00:00","108.1","223.9","108.1","22","10","2","0","17","5","2","0","0","0","0","[object Object]"
"140000662","Gleison","Tibau","null","Scrambled","1983-07-10T00:00:00","105","262.5","105","57","26","0","0","10","10","23","5","0","0","0","[object Object]"
"140000663","Matt","Bessette","The Mangler","Scrambled","1984-12-28T00:00:00","108.1","239.3","108.9","39","15","0","2","12","2","14","2","12","0","0","[object Object]"
"140000664","Sabah","Homasi","The Sleek Sheik","Scrambled","1988-10-19T00:00:00","111.2","262.5","111.2","26","17","0","0","17","11","7","5","0","0","0","[object Object]"
"140000665","Abdul","Razak Alhassan","Judo Thunder","Scrambled","1985-08-11T00:00:00","108.1","285.6","112.7","19","12","0","0","19","2","0","0","0","0","0","[object Object]"
"140000666","Kyle","Bochniak","Crash","Scrambled","1987-02-05T00:00:00","103.4","223.9","109.6","17","11","0","0","5","2","5","0","0","0","0","[object Object]"
"140000667","Thomas","Almeida","Thominhas","Scrambled","1991-07-31T00:00:00","103.4","210","108.1","34","12","0","0","26","7","10","0","2","0","0","[object Object]"
"140000668","Rob","Font","null","Scrambled","1987-06-25T00:00:00","105","216.2","110.4","31","11","0","0","14","0","10","2","0","0","0","[object Object]"
"140000669","Francimar","Barroso","Bodao","Scrambled","1980-02-28T00:00:00","112.7","409.2","115.8","39","11","2","2","14","7","11","2","0","0","0","[object Object]"
"140000670","George","Sullivan","The Silencer","Scrambled","1981-03-13T00:00:00","111.2","262.5","113.5","28","11","0","2","17","2","0","12","12","0","0","[object Object]"
"140000671","Justine","Kish","The Machine","Scrambled","1988-04-13T00:00:00","100.4","197.6","99.6","14","14","0","0","0","0","5","2","0","0","0","[object Object]"
"140000672","Juliana","Lima","Ju Thai","Scrambled","1982-03-15T00:00:00","100.4","177.6","101.1","15","11","0","0","5","0","0","2","0","0","0","[object Object]"
"140000673","Godofredo","Pepey","Pepey","Scrambled","1987-07-02T00:00:00","103.4","262.5","113.5","22","11","0","0","7","7","15","2","0","5","0","[object Object]"
"140000674","Joseph","Morales","Bopo","Scrambled","1994-08-22T00:00:00","101.9","193","106.5","17","5","0","0","5","2","12","0","0","0","0","[object Object]"
"140000675","Joe","Soto","One Bad Mofo","Scrambled","1987-03-22T00:00:00","105","208.4","100.4","28","11","0","0","12","10","15","5","5","7","0","[object Object]"
"140000676","Iuri","Alcantara","Marajo","Scrambled","1980-08-04T00:00:00","106.5","208.4","109.6","54","17","0","2","22","7","22","5","0","2","0","[object Object]"
"140000677","Maia","Stevenson","null","Scrambled","1982-03-19T00:00:00","98.8","177.6","96.5","14","12","0","0","7","2","5","5","0","0","0","[object Object]"
"140000678","Alan","Patrick","Nuguette","Scrambled","1983-07-19T00:00:00","109.6","240.9","114.3","23","10","0","2","10","7","5","0","0","0","0","[object Object]"
"140000679","Douglas","Silva de Andrade","D'Silva","Scrambled","1985-06-22T00:00:00","103.4","214.6","105.8","45","12","0","2","31","2","5","2","0","0","0","[object Object]"
"140000680","Tim","Johnson","null","Scrambled","1985-03-13T00:00:00","115.8","401.4","119.7","25","14","0","0","11","12","10","2","0","2","0","[object Object]"
"140000681","Lyoto","Machida","The Dragon","Scrambled","1978-05-30T00:00:00","112.7","285.6","114.3","40","19","0","0","17","10","5","5","5","7","0","[object Object]"
"140000682","Daichi","Abe","null","Scrambled","1991-11-27T00:00:00","109.6","262.5","109.6","11","10","0","0","10","2","0","2","2","0","0","[object Object]"
"140000683","Mizuto","Hirota","Pugnus","Scrambled","1981-05-05T00:00:00","103.4","239.3","104.2","28","17","5","0","15","2","0","2","5","0","0","[object Object]"
"140000684","Ben","Nguyen","10","Scrambled","1988-08-03T00:00:00","100.4","208.4","100.4","23","14","0","0","11","14","12","5","0","0","0","[object Object]"
"140000685","Jeremy","Kennedy","JBC","Scrambled","1992-09-16T00:00:00","108.1","223.9","109.6","29","7","0","2","11","5","5","0","0","0","0","[object Object]"
"140000686","Robert","Wilkinson","Razor","Scrambled","1992-02-22T00:00:00","115.8","316.5","123.5","28","5","0","0","14","5","11","0","5","0","0","[object Object]"
"140000687","Damien","Brown","Beatdown","Scrambled","1984-12-25T00:00:00","108.1","239.3","105.8","29","20","0","0","7","7","14","10","0","0","0","[object Object]"
"140000688","Tyson","Pedro","null","Scrambled","1991-09-17T00:00:00","115.8","316.5","122","15","10","0","0","12","2","12","2","0","0","0","[object Object]"
"140000689","Cyril","Asker","Silverback","Scrambled","1985-12-24T00:00:00","111.2","386","114.3","14","10","0","0","10","7","7","2","0","0","0","[object Object]"
"140000690","Mark","Hunt","Super Samoan","Scrambled","1974-03-23T00:00:00","108.1","409.2","111.2","20","22","2","2","15","12","0","11","0","5","0","[object Object]"
"140000691","Tim","Williams","null","Scrambled","1986-07-03T00:00:00","114.3","285.6","117.3","23","12","0","0","5","10","14","2","2","5","0","[object Object]"
"140000692","Joshua","Burkman","The People's Warrior","Scrambled","1980-04-10T00:00:00","108.1","262.5","111.2","43","28","0","0","11","5","15","14","0","0","0","[object Object]"
"140000693","Joby","Sanchez","null","Scrambled","1991-06-24T00:00:00","101.9","208.4","105","20","12","0","0","10","2","10","5","0","0","0","[object Object]"
"140000694","Roberto","Sanchez","Little Fury","Scrambled","1986-03-05T00:00:00","101.9","193","102.7","12","5","0","0","0","0","11","2","2","0","0","[object Object]"
"140000695","Brian","Camozzi","Mantis","Scrambled","1991-06-24T00:00:00","114.3","262.5","120.4","11","12","0","0","7","5","10","2","2","0","0","[object Object]"
"140000696","Sage","Northcutt","Super","Scrambled","1996-03-01T00:00:00","111.2","262.5","110.4","19","7","0","0","12","2","10","5","0","0","0","[object Object]"
"140000697","Thibault","Gouti","GT","Scrambled","1987-02-27T00:00:00","108.1","262.5","112.7","26","14","0","0","11","2","14","5","0","0","0","[object Object]"
"140000698","Albert","Morales","The Warrior","Scrambled","1991-05-25T00:00:00","106.5","208.4","111.2","19","14","2","0","10","5","12","10","0","5","0","[object Object]"
"140000699","Russell","Doane","null","Scrambled","1986-08-13T00:00:00","103.4","208.4","108.9","25","12","0","0","11","0","12","12","2","0","0","[object Object]"
"140000700","Marcin","Prachnio","null","Scrambled","1988-07-14T00:00:00","115.8","318.1","114.3","25","11","0","0","17","10","2","2","0","0","0","[object Object]"
"140000701","Sara","McMann","null","Scrambled","1980-09-24T00:00:00","101.9","208.4","101.9","22","14","0","0","5","2","10","10","0","2","0","[object Object]"
"140000702","Brian","Kelleher","Boom","Scrambled","1986-08-19T00:00:00","101.9","208.4","101.9","37","22","0","0","12","2","15","12","0","0","0","[object Object]"
"140000703","Adam","Milstead","The Prototype","Scrambled","1987-07-03T00:00:00","115.8","316.5","117.3","12","7","0","0","14","5","5","0","0","0","0","[object Object]"
"140000704","Jordan","Johnson","Big Swingin","Scrambled","1988-11-18T00:00:00","112.7","316.5","122","19","5","2","0","5","2","10","0","2","2","0","[object Object]"
"140000705","Bryan","Caraway","Kid Lightning","Scrambled","1984-08-04T00:00:00","105","208.4","105","32","15","0","0","5","7","25","5","0","0","0","[object Object]"
"140000706","Mike","Pyle","Quicksand","Scrambled","1975-09-18T00:00:00","112.7","262.5","114.3","42","22","2","0","11","12","25","10","0","0","0","[object Object]"
"140000707","CB","Dollaway","The Doberman","Scrambled","1983-08-10T00:00:00","114.3","285.6","117.3","26","15","0","0","14","14","7","5","0","5","0","[object Object]"
"140000708","Hector","Lombard","Lightning","Scrambled","1978-02-02T00:00:00","106.5","285.6","109.6","52","15","2","5","29","7","11","0","17","0","0","[object Object]"
"140000709","Cat","Zingano","Alpha","Scrambled","1982-07-01T00:00:00","101.9","223.9","105","22","10","0","0","12","2","10","2","0","2","0","[object Object]"
"140000710","Ketlen","Vieira","Fenomeno","Scrambled","1991-08-26T00:00:00","105","208.4","105","22","7","0","0","5","2","10","0","0","0","0","[object Object]"
"140000711","Sean","O'Malley","Sugar","Scrambled","1994-10-24T00:00:00","109.6","208.4","111.2","26","2","0","2","19","2","2","0","2","0","0","[object Object]"
"140000712","Brian","Ortega","T-City","Scrambled","1991-02-21T00:00:00","105","225.4","106.5","23","7","0","2","7","5","11","0","2","5","0","[object Object]"
"140000713","Mark","Godbeer","The Hand Of","Scrambled","1983-11-22T00:00:00","117.3","370.6","119.7","20","12","0","0","14","7","5","5","5","0","0","[object Object]"
"140000714","Dmitry","Sosnovskiy","Wicked Machine","Scrambled","1989-07-06T00:00:00","115.8","370.6","118.9","17","0","0","0","14","0","7","0","0","0","0","[object Object]"
"140000715","Kajan","Johnson","Ragin","Scrambled","1984-04-21T00:00:00","109.6","239.3","116.6","36","22","2","0","12","12","17","10","0","2","0","[object Object]"
"140000716","Oliver","Enkamp","The Future","Scrambled","1991-10-08T00:00:00","111.2","262.5","118.1","17","10","0","0","5","2","11","0","0","0","0","[object Object]"
"140000717","Peter","Sobotta","null","Scrambled","1987-01-11T00:00:00","111.2","262.5","115.8","26","11","2","0","12","5","15","2","0","0","0","[object Object]"
"140000718","Terrion","Ware","Flash","Scrambled","1986-03-31T00:00:00","105","208.4","109.6","26","17","0","0","14","0","7","10","0","5","0","[object Object]"
"140000719","Tom","Duquesnoy","Fire Kid","Scrambled","1993-06-21T00:00:00","103.4","208.4","105","25","5","0","0","12","0","10","2","0","0","0","[object Object]"
"140000720","Fabricio","Werdum","Vai Cavalo","Scrambled","1977-07-30T00:00:00","117.3","372.1","118.9","37","14","2","2","14","7","19","0","5","2","0","[object Object]"
"140000721","Bec","Rawlings","Rowdy","Scrambled","1989-02-11T00:00:00","101.9","193","98.8","12","14","0","0","2","5","10","2","0","2","0","[object Object]"
"140000722","Evan","Dunham","null","Scrambled","1981-12-18T00:00:00","108.1","231.6","108.1","28","14","2","0","7","10","14","5","0","0","0","[object Object]"
"140000723","Felice","Herrig","Lil Bulldog","Scrambled","1984-09-18T00:00:00","98.8","177.6","100.4","22","15","0","0","2","0","10","5","0","0","0","[object Object]"
"140000724","Chris","Gruetzemacher","Gritz","Scrambled","1986-06-16T00:00:00","105","240.9","105","23","12","0","0","11","2","7","10","0","0","0","[object Object]"
"140000725","Patrick","Williams","The Animal","Scrambled","1981-09-07T00:00:00","105","208.4","112.7","12","14","0","0","10","7","7","2","0","0","0","[object Object]"
"140000726","Matthew","Lopez","null","Scrambled","1987-01-21T00:00:00","103.4","208.4","106.5","15","10","0","0","10","5","10","2","0","0","0","[object Object]"
"140000727","Adam","Wieczorek","Siwy","Scrambled","1992-02-05T00:00:00","118.9","386","125.1","15","5","0","0","7","0","14","0","0","0","0","[object Object]"
"140000728","Yushin","Okami","Thunder","Scrambled","1981-07-21T00:00:00","114.3","262.5","115.8","56","23","0","0","19","11","12","2","0","5","0","[object Object]"
"140000729","Brad","Tavares","null","Scrambled","1987-12-21T00:00:00","112.7","285.6","114.3","31","14","0","0","12","10","5","2","0","0","0","[object Object]"
"140000730","John","Moraga","Chicano","Scrambled","1984-03-20T00:00:00","101.9","193","101.9","29","11","0","0","7","5","12","2","0","2","0","[object Object]"
"140000731","Ricky","Rainey","The Sniper","Scrambled","1983-06-29T00:00:00","112.7","262.5","118.9","20","14","0","0","11","10","2","0","0","0","0","[object Object]"
"140000732","Luan","Chagas","Tarzan","Scrambled","1993-06-17T00:00:00","111.2","262.5","115.8","23","7","2","0","14","2","14","5","0","0","0","[object Object]"
"140000733","Ryan","LaFlare","null","Scrambled","1983-10-01T00:00:00","112.7","262.5","114.3","22","7","0","0","10","5","7","0","0","0","0","[object Object]"
"140000734","Alex","Garcia","The Dominican Nightmare","Scrambled","1987-07-14T00:00:00","106.5","262.5","111.2","23","11","0","0","14","7","14","0","0","0","0","[object Object]"
"140000735","Brett","Johns","The Pikey","Scrambled","1992-02-21T00:00:00","103.4","210","106.5","29","7","0","0","7","0","14","0","5","0","0","[object Object]"
"140000736","Chase","Sherman","The Vanilla Gorilla","Scrambled","1989-11-16T00:00:00","117.3","392.2","120.4","25","19","0","0","23","10","0","5","0","0","0","[object Object]"
"140000737","James","Bochnovic","null","Scrambled","1989-02-13T00:00:00","117.3","285.6","125.1","12","10","0","0","2","2","11","5","0","0","0","[object Object]"
"140000738","Ramazan","Emeev","Gorets","Scrambled","1987-05-23T00:00:00","108.1","264","117.3","31","14","0","0","7","5","11","2","12","2","0","[object Object]"
"140000739","Alberto","Mina","Soldier of God","Scrambled","1982-05-02T00:00:00","111.2","262.5","119.7","20","2","0","0","14","0","14","0","0","0","0","[object Object]"
"140000740","Thales","Leites","null","Scrambled","1981-06-09T00:00:00","112.7","285.6","120.4","43","14","0","0","10","2","23","2","0","0","0","[object Object]"
"140000741","Sean","Strickland","Tarzan","Scrambled","1991-02-27T00:00:00","112.7","285.6","117.3","43","12","0","0","17","5","10","0","2","0","0","[object Object]"
"140000742","Vitor","Belfort","The Phenom","Scrambled","1977-04-01T00:00:00","111.2","285.6","114.3","40","22","0","2","28","11","7","5","5","10","0","[object Object]"
"140000743","Amanda","Cooper","ABC","Scrambled","1991-10-22T00:00:00","97.3","177.6","98.8","10","12","0","0","2","0","5","10","0","2","0","[object Object]"
"140000744","Felipe","Silva","null","Scrambled","1984-08-05T00:00:00","111.2","239.3","118.9","12","10","0","0","14","7","2","2","0","0","0","[object Object]"
"140000745","Henry","Briones","Bure","Scrambled","1980-10-22T00:00:00","103.4","208.4","106.5","25","12","2","0","12","2","14","5","0","0","0","[object Object]"
"140000746","Chad","Laprise","The Disciple","Scrambled","1986-07-23T00:00:00","108.1","262.5","109.6","22","10","0","0","12","7","2","0","2","0","0","[object Object]"
"140000747","Diego","Rivas","Pitbull","Scrambled","1991-11-11T00:00:00","105","208.4","106.5","11","5","0","0","5","0","7","0","0","0","0","[object Object]"
"140000748","Bradley","Scott","Bear","Scrambled","1989-06-24T00:00:00","112.7","262.5","117.3","19","14","0","0","12","2","12","2","0","2","0","[object Object]"
"140000749","Tom","Breese","null","Scrambled","1991-09-26T00:00:00","115.8","287.2","112.7","26","10","0","0","12","5","17","2","10","0","0","[object Object]"
"140000750","Daniel","Kelly","null","Scrambled","1977-10-31T00:00:00","111.2","285.6","108.9","20","10","0","0","7","7","12","0","0","0","0","[object Object]"
"140000751","Jason","Knight","The Kid","Scrambled","1992-07-14T00:00:00","109.6","225.4","108.1","36","12","0","0","10","5","23","0","0","0","0","[object Object]"
"140000752","Neil","Magny","The Haitian Sensation","Scrambled","1987-08-03T00:00:00","115.8","262.5","123.5","43","19","0","0","11","7","10","14","0","0","0","[object Object]"
"140000753","Craig","White","The Thundercat","Scrambled","1990-07-01T00:00:00","114.3","285.6","117.3","22","19","0","0","12","7","14","14","0","0","0","[object Object]"
"140000754","Jarred","Brooks","The Monkey God","Scrambled","1993-05-02T00:00:00","97.3","193","95.7","31","5","0","2","5","2","12","0","2","0","0","[object Object]"
"140000755","Jose","Torres","Shorty","Scrambled","1992-08-02T00:00:00","98.8","208.4","100.4","17","2","2","0","10","2","5","0","12","0","0","[object Object]"
"140000756","Johnny","Eduardo","null","Scrambled","1978-08-03T00:00:00","103.4","208.4","109.6","43","20","0","0","15","2","17","15","0","0","0","[object Object]"
"140000757","Jake","Ellenberger","The Juggernaut","Scrambled","1985-03-28T00:00:00","108.1","262.5","110.4","48","23","0","0","29","11","14","5","0","0","0","[object Object]"
"140000758","Rashad","Evans","Suga","Scrambled","1979-09-25T00:00:00","109.6","316.5","115.8","31","12","2","0","11","7","5","0","5","5","0","[object Object]"
"140000759","Rashad","Coulter","Daywalker","Scrambled","1981-11-27T00:00:00","111.2","316.5","117.3","14","12","0","0","12","10","0","2","0","0","0","[object Object]"
"140000760","Chris","de la Rocha","null","Scrambled","1979-05-15T00:00:00","115.8","375.2","124","12","7","0","0","7","7","5","0","0","0","0","[object Object]"
"140000761","Mike","Jackson","The Truth","Scrambled","1985-03-22T00:00:00","114.3","262.5","114.3","2","5","0","2","0","2","0","2","0","0","0","[object Object]"
"140000762","CM","Punk","null","Scrambled","1978-10-26T00:00:00","112.7","262.5","112.7","0","2","0","2","0","0","0","2","0","0","0","[object Object]"
"140000763","Will","Santiago Jr.","The Brown Bomber","Scrambled","1983-02-08T00:00:00","108.1","262.5","0","0","5","0","0","0","2","0","0","0","0","0","[object Object]"
"140000764","Rico","DiSciullo","null","Scrambled","1986-10-12T00:00:00","106.5","208.4","114.3","17","7","0","2","12","2","5","5","0","0","0","[object Object]"
"140000765","Austen","Lane","null","Scrambled","1987-11-09T00:00:00","120.4","373.6","123.5","19","10","0","2","17","10","2","0","2","0","0","[object Object]"
"140000766","Chris","Curtis","Action-Man","Scrambled","1987-07-15T00:00:00","108.1","285.6","116.6","46","15","0","2","26","2","2","2","11","0","0","[object Object]"
"140000767","Sean","Lally","The Unpredictable One","Scrambled","1990-11-04T00:00:00","111.2","262.5","115","12","12","0","0","14","2","2","5","0","0","0","[object Object]"
"140000768","Dashawn","Boatwright","null","Scrambled","1988-02-29T00:00:00","111.2","316.5","117.3","7","5","0","0","5","5","0","0","0","0","0","[object Object]"
"140000769","Tyler","Hill","The Zombie","Scrambled","1991-08-10T00:00:00","117.3","262.5","122","15","14","0","0","10","7","12","7","0","0","0","[object Object]"
"140000770","Emiliano","Sordi","He-Man","Scrambled","1991-02-15T00:00:00","114.3","318.1","118.9","36","19","2","0","25","14","14","10","2","0","0","[object Object]"
"140000771","Austin","Springer","null","Scrambled","1987-05-12T00:00:00","105","233.1","109.6","19","10","0","0","11","2","5","5","0","0","0","[object Object]"
"140000772","Jordan","Wright","The Beverly Hills Ninja","Scrambled","1991-10-07T00:00:00","114.3","315","118.9","19","12","0","2","11","7","12","2","0","0","0","[object Object]"
"140000773","Yazan","Hajeh","Yazzle Dazzle","Scrambled","1992-09-04T00:00:00","103.4","223.9","0","14","2","0","0","5","2","0","0","0","0","0","[object Object]"
"140000774","Melinda","Fabian","null","Scrambled","1987-06-25T00:00:00","101.9","193","102.7","10","10","5","0","0","0","10","5","0","0","0","[object Object]"
"140000775","Ulka","Sasaki","Ulka","Scrambled","1989-10-07T00:00:00","108.1","208.4","109.6","36","15","5","0","5","5","19","12","0","0","0","[object Object]"
"140000776","Jenel","Lausa","The Demolition Man","Scrambled","1988-08-01T00:00:00","100.4","193","105.8","11","14","0","0","5","0","5","5","0","0","0","[object Object]"
"140000777","Naoki","Inoue","null","Scrambled","1997-06-14T00:00:00","105","208.4","109.6","28","10","0","0","2","0","17","0","0","0","0","[object Object]"
"140000778","Viviane","Pereira","Sucuri","Scrambled","1993-08-28T00:00:00","92.6","162.1","97.3","22","7","0","0","10","0","5","0","0","0","0","[object Object]"
"140000779","Shinsho","Anzai","Animal","Scrambled","1985-12-01T00:00:00","103.4","262.5","108.9","17","10","0","0","11","5","0","2","0","0","0","[object Object]"
"140000780","Rolando","Dy","Dy Incredible","Scrambled","1991-08-11T00:00:00","106.5","223.9","107.3","14","12","0","2","5","7","5","2","0","0","0","[object Object]"
"140000781","Felipe","Arantes","Sertanejo","Scrambled","1988-02-09T00:00:00","105","208.4","112.7","28","15","2","0","11","2","14","5","0","0","0","[object Object]"
"140000782","Tim","Caron","The Bear","Scrambled","1987-07-24T00:00:00","112.7","285.6","115.8","20","14","0","2","12","2","12","5","2","0","0","[object Object]"
"140000783","Jamall","Emmers","Pretty Boy","Scrambled","1989-07-24T00:00:00","108.1","225.4","114.3","29","11","0","0","11","5","7","5","0","2","0","[object Object]"
"140000784","Greg","Rebello","null","Scrambled","1982-06-13T00:00:00","111.2","409.2","112.7","40","14","0","0","26","12","5","5","7","2","0","[object Object]"
"140000785","Josh","Parisian","null","Scrambled","1989-06-28T00:00:00","117.3","410.7","122","23","11","0","0","17","5","5","5","0","0","0","[object Object]"
"140000786","Austin","Tweedy","null","Scrambled","1990-09-25T00:00:00","105","239.3","0","12","7","0","0","0","5","12","0","0","0","0","[object Object]"
"140000787","Jaimelene","Nievera","Queenie","Scrambled","1984-10-28T00:00:00","100.4","193","0","11","10","0","0","2","5","10","5","0","0","0","[object Object]"
"140000788","Tyler","Diamond","null","Scrambled","1991-03-18T00:00:00","103.4","223.9","106.5","19","7","0","0","12","0","5","2","0","0","0","[object Object]"
"140000789","Allan","Zuniga","Tigre","Scrambled","1992-04-04T00:00:00","103.4","239.3","108.1","20","2","0","0","7","0","10","0","0","0","0","[object Object]"
"140000790","John","Gunther","The Machine","Scrambled","1985-11-24T00:00:00","106.5","239.3","111.2","11","5","0","0","5","0","2","2","0","0","0","[object Object]"
"140000791","Richie","Smullen","null","Scrambled","1991-08-17T00:00:00","106.5","223.9","109.6","15","7","2","0","5","0","12","2","5","0","0","[object Object]"
"140000792","Julian","Marquez","The Cuban Missile Crisis","Scrambled","1990-05-08T00:00:00","114.3","285.6","111.2","14","10","0","0","14","5","7","0","0","0","0","[object Object]"
"140000793","Barb","Honchak","The Little Warrior","Scrambled","1979-08-30T00:00:00","98.8","193","101.1","15","12","0","0","2","2","5","0","7","0","0","[object Object]"
"140000794","Jay","Cucciniello","Mellow Fellow","Scrambled","1986-07-23T00:00:00","103.4","223.9","0","12","5","0","0","7","2","12","0","0","2","0","[object Object]"
"140000795","Joe","Giannetti","Skeletor","Scrambled","1995-07-05T00:00:00","111.2","239.3","115","22","10","2","0","12","0","11","0","10","2","0","[object Object]"
"140000796","Jamie","Moyle","null","Scrambled","1989-03-17T00:00:00","94.2","177.6","100.4","10","10","0","0","0","0","2","0","0","0","0","[object Object]"
"140000797","Gokhan","Saki","The Rebel","Scrambled","1983-10-19T00:00:00","111.2","316.5","112.7","2","5","0","0","2","5","0","0","0","0","0","[object Object]"
"140000798","Max","Mustaki","null","Scrambled","1987-11-07T00:00:00","111.2","239.3","0","14","12","0","0","7","2","5","0","0","0","0","[object Object]"
"140000799","Rilley","Dutro","null","Scrambled","1987-09-03T00:00:00","105","193","0","17","10","0","0","10","5","5","0","0","0","0","[object Object]"
"140000800","Toby","Misech","2 Quick","Scrambled","1988-03-07T00:00:00","105","208.4","105","19","12","0","0","12","5","0","7","0","0","0","[object Object]"
"140000801","Ricky","Palacios","null","Scrambled","1987-07-05T00:00:00","101.9","239.3","0","17","2","0","0","14","0","0","2","0","0","0","[object Object]"
"140000802","Joey","Gomez","KO King","Scrambled","1986-07-21T00:00:00","108.1","208.4","109.6","11","5","0","0","14","2","0","0","0","0","0","[object Object]"
"140000803","Elias","Garcia","null","Scrambled","1992-09-13T00:00:00","100.4","193","103.4","14","5","0","0","5","0","7","2","0","0","0","[object Object]"
"140000804","Justin","Scoggins","Tank","Scrambled","1992-05-02T00:00:00","100.4","193","101.9","22","14","0","0","14","0","5","10","0","0","0","[object Object]"
"140000805","Chad","Mendes","Money","Scrambled","1985-05-01T00:00:00","101.9","223.9","101.9","28","12","0","0","12","10","5","0","0","0","0","[object Object]"
"140000806","Ricky","Glenn","The Gladiator","Scrambled","1989-04-12T00:00:00","111.2","240.9","108.9","34","11","5","0","20","2","7","5","2","2","0","[object Object]"
"140000807","Antonio","Jones","Doomsday","Scrambled","1985-04-12T00:00:00","111.2","285.6","0","11","10","0","0","5","5","2","2","0","0","0","[object Object]"
"140000808","Angelo","Trevino","Baby Monsta","Scrambled","1993-06-10T00:00:00","108.1","262.5","0","11","10","0","0","12","0","0","7","0","0","0","[object Object]"
"140000809","Austin","Vanderford","The Gentleman","Scrambled","1990-03-21T00:00:00","109.6","284.1","114.3","17","5","0","0","7","5","7","0","0","2","0","[object Object]"
"140000810","Chibwikem","Onyenegecha","null","Scrambled","1994-04-18T00:00:00","115.8","285.6","0","12","2","0","0","10","0","0","0","0","0","0","[object Object]"
"140000811","Anthony","Adams","Sugafoot","Scrambled","1988-01-13T00:00:00","112.7","285.6","118.9","14","10","0","0","2","0","0","0","0","0","0","[object Object]"
"140000812","Jamie","Colleen Miller","null","Scrambled","1985-11-02T00:00:00","95.7","177.6","100.4","12","10","0","0","7","5","2","2","0","0","0","[object Object]"
"140000813","Damian","Stasiak","Webster","Scrambled","1990-02-20T00:00:00","105","223.9","108.1","20","14","0","0","2","2","15","0","0","2","0","[object Object]"
"140000814","Jeremy","Kimball","Grizzly","Scrambled","1991-03-01T00:00:00","111.2","316.5","111.2","23","14","0","0","17","7","2","14","0","0","0","[object Object]"
"140000815","Bartosz","Fabinski","The Butcher","Scrambled","1986-04-26T00:00:00","111.2","284.1","115.8","23","12","0","0","12","0","0","10","0","0","0","[object Object]"
"140000816","David","Zawada","Sagat","Scrambled","1990-08-01T00:00:00","111.2","262.5","115.8","28","14","0","0","19","10","10","2","0","0","0","[object Object]"
"140000817","Vitor","Miranda","Lex Luthor","Scrambled","1979-03-10T00:00:00","112.7","285.6","118.9","19","11","0","0","14","2","5","0","0","2","0","[object Object]"
"140000818","Abu","Azaitar","Captain Morocco","Scrambled","1986-03-10T00:00:00","106.5","285.6","117.3","22","7","2","0","11","5","2","0","0","0","0","[object Object]"
"140000819","Mauricio","Rua","Shogun","Scrambled","1981-11-25T00:00:00","112.7","316.5","117.3","42","22","2","0","32","11","2","7","5","5","0","[object Object]"
"140000820","Chase","Hooper","The Dream","Scrambled","1999-09-13T00:00:00","112.7","240.9","114.3","19","7","2","0","10","2","12","0","5","0","0","[object Object]"
"140000821","Canaan","Kawaihae","null","Scrambled","1997-08-26T00:00:00","111.2","223.9","109.6","12","5","0","2","5","2","10","0","0","0","0","[object Object]"
